_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
16045,2020-08-05,Centre Island Beach,18,W,16,Yes,3,19,NA,NONE,Cloudy,NA
16046,2020-08-05,Ward's Island Beach,18,W,16,Yes,3,19,NA,LOW,Cloudy,NA
16047,2020-08-05,Cherry Beach,18,W,16,Yes,3,18,NA,NONE,Cloudy,NA
16048,2020-08-05,Woodbine Beaches,18,W,16,Yes,3,12,40,LOW,Clear,NA
16049,2020-08-05,Kew Balmy Beach,18,W,16,Yes,3,11,30,LOW,Clear,NA
16050,2020-08-05,Bluffer's Beach Park,18,W,16,Yes,3,15,NA,LOW,Cloudy,NA
16051,2020-06-28,Marie Curtis Park East Beach,11,NW,19,Yes,0,15,NA,LOW,Clear,0.38
16052,2020-06-28,Sunnyside Beach,11,NW,19,Yes,0,17,NA,LOW,Clear,0.53
16053,2020-06-28,Hanlan's Point Beach,11,NW,19,Yes,0,14,NA,LOW,Clear,NA
16054,2020-06-28,Gibraltar Point Beach,11,NW,19,Yes,0,14,NA,LOW,Clear,NA
16055,2020-06-28,Centre Island Beach,11,NW,19,Yes,0,14,9,LOW,Clear,NA
16056,2020-06-28,Ward's Island Beach,11,NW,19,Yes,0,18,NA,LOW,Clear,NA
16057,2020-06-28,Cherry Beach,11,NW,19,Yes,0,19,7,LOW,None,NA
16058,2020-06-28,Woodbine Beaches,11,NW,19,Yes,0,8,3,NONE,None,NA
16059,2020-06-28,Kew Balmy Beach,11,NW,19,Yes,0,8,7,NONE,None,NA
16060,2020-06-28,Bluffer's Beach Park,11,NW,19,Yes,0,1,NA,NONE,None,NA
16061,2023-06-29,Marie Curtis Park East Beach,5,NW,15,No,NA,19,NA,NONE,Murky,10.8
16062,2023-06-29,Sunnyside Beach,5,NW,15,No,NA,19,5,NONE,Murky,1.19
16063,2023-06-29,Hanlan's Point Beach,5,NW,15,No,NA,20,NA,NONE,clear,NA
16064,2023-06-29,Gibraltar Point Beach,5,NW,15,No,NA,19,1,NONE,clear,NA
16065,2023-06-29,Centre Island Beach,5,NW,15,No,NA,20,34,NONE,clear,NA
16066,2023-06-29,Ward's Island Beach,5,NW,15,No,NA,20,1,NONE,clear,NA
16067,2023-06-29,Cherry Beach,5,NW,15,No,NA,20,NA,NONE,clear,NA
16068,2023-06-29,Woodbine Beaches,5,NW,15,No,NA,19,4,NONE,clear,NA
16069,2023-06-29,Kew Balmy Beach,5,NW,15,No,NA,19,26,NONE,clear,NA
16070,2023-06-29,Bluffer's Beach Park,5,NW,15,No,NA,19,22,NONE,clear,NA
16071,2024-08-29,Marie Curtis Park East Beach,15,NE,17,Yes,0,19,NA,LOW,Cloudy,4.38
16072,2024-08-29,Sunnyside Beach,15,NE,17,Yes,0,19,10,NONE,Cloudy,2.12
16073,2024-08-29,Hanlan's Point Beach,15,NE,17,Yes,0,20,6,NONE,Murky,NA
16074,2024-08-29,Gibraltar Point Beach,15,NE,17,Yes,0,20,7,MOD,Clear,NA
16075,2024-08-29,Centre Island Beach,15,NE,17,Yes,0,21,4,NONE,Clear,NA
16076,2024-08-29,Ward's Island Beach,15,NE,17,Yes,0,20,3,NONE,Clear,NA
16077,2024-08-29,Cherry Beach,15,NE,17,Yes,0,21,NA,NONE,Clear,NA
16078,2024-08-29,Woodbine Beaches,15,NE,17,Yes,0,18,NA,MOD,Murky,NA
16079,2024-08-29,Kew Balmy Beach,15,NE,17,Yes,0,18,6,MOD,Murky,NA
16080,2024-08-29,Bluffer's Beach Park,15,NE,17,Yes,0,22,42,MOD,Murky,NA
16081,2023-07-05,Marie Curtis Park East Beach,13,NW,24,No,NA,23,NA,NONE,clear,NA
16082,2023-07-05,Sunnyside Beach,13,NW,24,No,NA,24,7,NONE,clear,NA
16083,2023-07-05,Hanlan's Point Beach,13,NW,24,No,NA,23,3,LOW,Clear,NA
16084,2023-07-05,Gibraltar Point Beach,13,NW,24,No,NA,23,NA,LOW,Clear,NA
16085,2023-07-05,Centre Island Beach,13,NW,24,No,NA,23,5,NONE,Clear,NA
16086,2023-07-05,Ward's Island Beach,13,NW,24,No,NA,23,NA,LOW,Clear,NA
16087,2023-07-05,Cherry Beach,13,NW,24,No,NA,23,1,LOW,Clear,NA
16088,2023-07-05,Woodbine Beaches,13,NW,24,No,NA,22,1,NONE,Clear,NA
16089,2023-07-05,Kew Balmy Beach,13,NW,24,No,NA,24,150,NONE,Clear,NA
16090,2023-07-05,Bluffer's Beach Park,13,NW,24,No,NA,21,7,NONE,Clear,NA
16091,2024-07-16,Marie Curtis Park East Beach,8,E,21,Yes,34,22,NA,NONE,debris,5.47
16092,2024-07-16,Sunnyside Beach,8,E,21,Yes,34,22,NA,NONE,debris,8.48
16093,2024-07-16,Hanlan's Point Beach,8,E,21,Yes,34,23,14,NONE,cloudy/debris,NA
16094,2024-07-16,Gibraltar Point Beach,8,E,21,Yes,34,23,2,NONE,cloudy/algae,NA
16095,2024-07-16,Centre Island Beach,8,E,21,Yes,34,23,2,NONE,cloudy,NA
16096,2024-07-16,Ward's Island Beach,8,E,21,Yes,34,24,NA,NONE,cloudy/debris,NA
16097,2024-07-16,Cherry Beach,8,E,21,Yes,34,25,NA,NONE,cloudy/debris,NA
16098,2024-07-16,Woodbine Beaches,8,E,21,Yes,34,18,17,NONE,cloudy,NA
16099,2024-07-16,Kew Balmy Beach,8,E,21,Yes,34,NA,NA,None,None,NA
16100,2024-07-16,Bluffer's Beach Park,8,E,21,Yes,34,20,NA,NONE,cloudy,NA
16101,2019-05-22,Marie Curtis Park East Beach,8,E,10,No,NA,8,NA,LOW,Clear,0.62
16102,2019-05-22,Sunnyside Beach,8,E,10,No,NA,8,NA,None,Clear,0.78
16103,2019-05-22,Hanlan's Point Beach,8,E,10,No,NA,6,20,LOW,Clear,NA
16104,2019-05-22,Gibraltar Point Beach,8,E,10,No,NA,7,NA,LOW,Clear,NA
16105,2019-05-22,Centre Island Beach,8,E,10,No,NA,7,NA,LOW,Cloudy,NA
16106,2019-05-22,Ward's Island Beach,8,E,10,No,NA,8,12,LOW,Clear,NA
16107,2019-05-22,Cherry Beach,8,E,10,No,NA,8,3,LOW,Cloudy,NA
16108,2019-05-22,Woodbine Beaches,8,E,10,No,NA,4,3,LOW,Clear,NA
16109,2019-05-22,Kew Balmy Beach,8,E,10,No,NA,4,NA,LOW,Clear,NA
16110,2019-05-22,Bluffer's Beach Park,8,E,10,No,NA,8,NA,LOW,Driftwood cloudy,NA
16111,2022-06-14,Marie Curtis Park East Beach,13,NE,19,No,NA,15,NA,NONE,Cloudy,0.78
16112,2022-06-14,Sunnyside Beach,13,NE,19,No,NA,12,6,NONE,Murky,1.21
16113,2022-06-14,Hanlan's Point Beach,13,NE,19,No,NA,14,5,NONE,Clear,NA
16114,2022-06-14,Gibraltar Point Beach,13,NE,19,No,NA,16,NA,NONE,Clear,NA
16115,2022-06-14,Centre Island Beach,13,NE,19,No,NA,16,3,NONE,Clear with algae,NA
16116,2022-06-14,Ward's Island Beach,13,NE,19,No,NA,14,NA,NONE,Clear,NA
16117,2022-06-14,Cherry Beach,13,NE,19,No,NA,16,7,NONE,Clear,NA
16118,2022-06-14,Woodbine Beaches,13,NE,19,No,NA,11,NA,NONE,Clear,NA
16119,2022-06-14,Kew Balmy Beach,13,NE,19,No,NA,11,10,NONE,Clear,NA
16120,2022-06-14,Bluffer's Beach Park,13,NE,19,No,NA,14,5,NONE,"Murky, algae, debris",NA
16121,2024-06-29,Marie Curtis Park East Beach,21,E,17,No,NA,15,7,MOD,Murky,4.81
16122,2024-06-29,Sunnyside Beach,21,E,17,No,NA,15,5,NONE,Murky,0.83
16123,2024-06-29,Hanlan's Point Beach,21,E,17,No,NA,16,NA,HIGH,Murky,NA
16124,2024-06-29,Gibraltar Point Beach,21,E,17,No,NA,16,NA,HIGH,Murky,NA
16125,2024-06-29,Centre Island Beach,21,E,17,No,NA,16,NA,HIGH,Murky,NA
16126,2024-06-29,Ward's Island Beach,21,E,17,No,NA,16,NA,HIGH,Murky,NA
16127,2024-06-29,Cherry Beach,21,E,17,No,NA,17,NA,HIGH,Murky,NA
16128,2024-06-29,Woodbine Beaches,21,E,17,No,NA,10,NA,HIGH,Cloudy,NA
16129,2024-06-29,Kew Balmy Beach,21,E,17,No,NA,9,NA,HIGH,Murky,NA
16130,2024-06-29,Bluffer's Beach Park,21,E,17,No,NA,13,10,HIGH,Murky,NA
16131,2024-06-30,Marie Curtis Park East Beach,24,NW,20,Yes,20,16,NA,NONE,murky,2.92
16132,2024-06-30,Sunnyside Beach,24,NW,20,Yes,20,17,22,NONE,murky,1.41
16133,2024-06-30,Hanlan's Point Beach,24,NW,20,Yes,20,16,NA,LOW,murky,NA
16134,2024-06-30,Gibraltar Point Beach,24,NW,20,Yes,20,14,NA,NONE,clear,NA
16135,2024-06-30,Centre Island Beach,24,NW,20,Yes,20,14,NA,NONE,clear,NA
16136,2024-06-30,Ward's Island Beach,24,NW,20,Yes,20,16,13,NONE,cloudy,NA
16137,2024-06-30,Cherry Beach,24,NW,20,Yes,20,16,NA,NONE,cloudy,NA
16138,2024-06-30,Woodbine Beaches,24,NW,20,Yes,20,16,2,NONE,Cloudy,NA
16139,2024-06-30,Kew Balmy Beach,24,NW,20,Yes,20,16,17,LOW,Cloudy,NA
16140,2024-06-30,Bluffer's Beach Park,24,NW,20,Yes,20,15,2,NONE,Clear,NA
16141,2024-07-01,Marie Curtis Park East Beach,15,NW,13,No,NA,12,16,NONE,clear,0.43
16142,2024-07-01,Sunnyside Beach,15,NW,13,No,NA,14,13,NONE,clear,0.63
16143,2024-07-01,Hanlan's Point Beach,15,NW,13,No,NA,14,NA,NONE,clear,NA
16144,2024-07-01,Gibraltar Point Beach,15,NW,13,No,NA,16,NA,NONE,clear,NA
16145,2024-07-01,Centre Island Beach,15,NW,13,No,NA,15,NA,NONE,"clear, algae",NA
16146,2024-07-01,Ward's Island Beach,15,NW,13,No,NA,14,NA,NONE,"murky, algae",NA
16147,2024-07-01,Cherry Beach,15,NW,13,No,NA,16,NA,NONE,"clear, algae",NA
16148,2024-07-01,Woodbine Beaches,15,NW,13,No,NA,12,NA,NONE,Clear,NA
16149,2024-07-01,Kew Balmy Beach,15,NW,13,No,NA,14,NA,NONE,Clear,NA
16150,2024-07-01,Bluffer's Beach Park,15,NW,13,No,NA,14,5,NONE,Clear,NA
16151,2024-07-02,Marie Curtis Park East Beach,4,NW,16,No,NA,14,NA,NONE,Clear,NA
16152,2024-07-02,Sunnyside Beach,4,NW,16,No,NA,15,7,NONE,Debris,NA
16153,2024-07-02,Hanlan's Point Beach,4,NW,16,No,NA,16,NA,NONE,Clear,NA
16154,2024-07-02,Gibraltar Point Beach,4,NW,16,No,NA,16,NA,NONE,Clear,NA
16155,2024-07-02,Centre Island Beach,4,NW,16,No,NA,16,12,NONE,clear,NA
16156,2024-07-02,Ward's Island Beach,4,NW,16,No,NA,17,NA,NONE,Clear,NA
16157,2024-07-02,Cherry Beach,4,NW,16,No,NA,16,2,NONE,None,NA
16158,2024-07-02,Woodbine Beaches,4,NW,16,No,NA,16,25,NONE,Cloudy,NA
16159,2024-07-02,Kew Balmy Beach,4,NW,16,No,NA,16,36,NONE,Cloudy,NA
16160,2024-07-02,Bluffer's Beach Park,4,NW,16,No,NA,12,NA,NONE,Clear,NA
16161,2019-07-03,Marie Curtis Park East Beach,9,NW,20,No,NA,14,NA,NONE,Clear,0.94
16162,2019-07-03,Sunnyside Beach,9,NW,20,No,NA,16,4,NONE,Clear,0.9
16163,2019-07-03,Hanlan's Point Beach,9,NW,20,No,NA,13,NA,NONE,Clear,NA
16164,2019-07-03,Gibraltar Point Beach,9,NW,20,No,NA,14,21,NONE,Clear,NA
16165,2019-07-03,Centre Island Beach,9,NW,20,No,NA,15,13,NONE,Clear,NA
16166,2019-07-03,Ward's Island Beach,9,NW,20,No,NA,15,3,NONE,Clear,NA
16167,2019-07-03,Cherry Beach,9,NW,20,No,NA,16,2,NONE,Clear,NA
16168,2019-07-03,Woodbine Beaches,9,NW,20,No,NA,14,8,NONE,Clear,NA
16169,2019-07-03,Kew Balmy Beach,9,NW,20,No,NA,14,15,NONE,Clear,NA
16170,2019-07-03,Bluffer's Beach Park,9,NW,20,No,NA,15,57,LOW,Clear,NA
16171,2019-07-23,Marie Curtis Park East Beach,9,NW,17,Yes,0,9,NA,LOW,clear,0.79
16172,2019-07-23,Sunnyside Beach,9,NW,17,Yes,0,14,NA,LOW,clear,0.87
16173,2019-07-23,Hanlan's Point Beach,9,NW,17,Yes,0,16,NA,NONE,clear,NA
16174,2019-07-23,Gibraltar Point Beach,9,NW,17,Yes,0,15,NA,NONE,clear,NA
16175,2019-07-23,Centre Island Beach,9,NW,17,Yes,0,16,5,NONE,clear,NA
16176,2019-07-23,Ward's Island Beach,9,NW,17,Yes,0,16,3,NONE,clear,NA
16177,2019-07-23,Cherry Beach,9,NW,17,Yes,0,17,2,NONE,clear,NA
16178,2019-07-23,Woodbine Beaches,9,NW,17,Yes,0,5,4,LOW,clear,NA
16179,2019-07-23,Kew Balmy Beach,9,NW,17,Yes,0,5,NA,LOW,clear,NA
16180,2019-07-23,Bluffer's Beach Park,9,NW,17,Yes,0,10,NA,NONE,clear,NA
16181,2019-08-14,Marie Curtis Park East Beach,13,N,20,No,NA,11,NA,MOD,Clear,0.68
16182,2019-08-14,Sunnyside Beach,13,N,20,No,NA,13,NA,LOW,Clear,0.55
16183,2019-08-14,Hanlan's Point Beach,13,N,20,No,NA,14,13,LOW,Clear,NA
16184,2019-08-14,Gibraltar Point Beach,13,N,20,No,NA,14,NA,MOD,Cloudy,NA
16185,2019-08-14,Centre Island Beach,13,N,20,No,NA,13,7,MOD,Clear,NA
16186,2019-08-14,Ward's Island Beach,13,N,20,No,NA,15,11,LOW,Clear,NA
16187,2019-08-14,Cherry Beach,13,N,20,No,NA,15,11,LOW,Clear,NA
16188,2019-08-14,Woodbine Beaches,13,N,20,No,NA,12,6,LOW,Murky,NA
16189,2019-08-14,Kew Balmy Beach,13,N,20,No,NA,12,2,LOW,Murky,NA
16190,2019-08-14,Bluffer's Beach Park,13,N,20,No,NA,11,5,MOD,Clear,NA
16191,2019-09-02,Marie Curtis Park East Beach,11,NW,18,Yes,0,13,19,NONE,clear,0.7
16192,2019-09-02,Sunnyside Beach,11,NW,18,Yes,0,16,8,NONE,clear,0.89
16193,2019-09-02,Hanlan's Point Beach,11,NW,18,Yes,0,17,NA,LOW,clear,NA
16194,2019-09-02,Gibraltar Point Beach,11,NW,18,Yes,0,17,NA,LOW,clear,NA
16195,2019-09-02,Centre Island Beach,11,NW,18,Yes,0,18,NA,LOW,clear,NA
16196,2019-09-02,Ward's Island Beach,11,NW,18,Yes,0,17,NA,LOW,clear,NA
16197,2019-09-02,Cherry Beach,11,NW,18,Yes,0,18,5,LOW,clear,NA
16198,2019-09-02,Woodbine Beaches,11,NW,18,Yes,0,17,1,LOW,murky,NA
16199,2019-09-02,Kew Balmy Beach,11,NW,18,Yes,0,17,8,LOW,murky,NA
16200,2019-09-02,Bluffer's Beach Park,11,NW,18,Yes,0,19,NA,LOW,cloudy,NA
16201,2021-08-27,Marie Curtis Park East Beach,24,NE,22,Yes,0,18,10,HIGH,"Murky, debris",3.22
16202,2021-08-27,Sunnyside Beach,24,NE,22,Yes,0,16,100,LOW,"Cloudy, debris",0.68
16203,2021-08-27,Hanlan's Point Beach,24,NE,22,Yes,0,16,31,LOW,clear,NA
16204,2021-08-27,Gibraltar Point Beach,24,NE,22,Yes,0,16,7,MOD,cloudy,NA
16205,2021-08-27,Centre Island Beach,24,NE,22,Yes,0,NA,NA,HIGH,None,NA
16206,2021-08-27,Ward's Island Beach,24,NE,22,Yes,0,18,21,LOW,clear,NA
16207,2021-08-27,Cherry Beach,24,NE,22,Yes,0,18,25,LOW,clear,NA
16208,2021-08-27,Woodbine Beaches,24,NE,22,Yes,0,19,3,HIGH,murky with algae,NA
16209,2021-08-27,Kew Balmy Beach,24,NE,22,Yes,0,19,37,HIGH,murky with algae,NA
16210,2021-08-27,Bluffer's Beach Park,24,NE,22,Yes,0,21,8,HIGH,"cloudy, no debris",NA
16211,2019-05-23,Marie Curtis Park East Beach,13,SE,11,Yes,0,7,12,LOW,cloudy,4.93
16212,2019-05-23,Sunnyside Beach,13,SE,11,Yes,0,7,39,LOW,cloudy,1.53
16213,2019-05-23,Hanlan's Point Beach,13,SE,11,Yes,0,6,10,LOW,clear,NA
16214,2019-05-23,Gibraltar Point Beach,13,SE,11,Yes,0,7,NA,LOW,clear,NA
16215,2019-05-23,Centre Island Beach,13,SE,11,Yes,0,7,NA,LOW,cloudy,NA
16216,2019-05-23,Ward's Island Beach,13,SE,11,Yes,0,8,NA,LOW,clean,NA
16217,2019-05-23,Cherry Beach,13,SE,11,Yes,0,8,12,LOW,cloudy,NA
16218,2019-05-23,Woodbine Beaches,13,SE,11,Yes,0,4,6,LOW,murky,NA
16219,2019-05-23,Kew Balmy Beach,13,SE,11,Yes,0,4,3,LOW,murky,NA
16220,2019-05-23,Bluffer's Beach Park,13,SE,11,Yes,0,6,52,LOW,cloudy,NA
16221,2021-06-08,Marie Curtis Park East Beach,4,SE,18,No,NA,NA,NA,None,None,NA
16222,2021-06-08,Sunnyside Beach,4,SE,18,No,NA,13,25,NONE,Clear with algae and some debris floating in water,0.86
16223,2021-06-08,Hanlan's Point Beach,4,SE,18,No,NA,13,NA,NONE,Clear with algae present in water.,NA
16224,2021-06-08,Gibraltar Point Beach,4,SE,18,No,NA,13,3,NONE,Clear with algae present in water.,NA
16225,2021-06-08,Centre Island Beach,4,SE,18,No,NA,14,10,NONE,Clear with algae present in water.,NA
16226,2021-06-08,Ward's Island Beach,4,SE,18,No,NA,15,4,NONE,Clear,NA
16227,2021-06-08,Cherry Beach,4,SE,18,No,NA,15,NA,NONE,Clear with algae present in water.,NA
16228,2021-06-08,Woodbine Beaches,4,SE,18,No,NA,6,NA,NONE,Clear,NA
16229,2021-06-08,Kew Balmy Beach,4,SE,18,No,NA,6,1,NONE,Clear,NA
16230,2021-06-08,Bluffer's Beach Park,4,SE,18,No,NA,7,NA,NONE,Clear,NA
16231,2021-06-12,Marie Curtis Park East Beach,11,NE,19,No,NA,16,15,LOW,Murky,NA
16232,2021-06-12,Sunnyside Beach,11,NE,19,No,NA,16,50,NONE,Cloudy,NA
16233,2021-06-12,Hanlan's Point Beach,11,NE,19,No,NA,14,1,NONE,Clear,NA
16234,2021-06-12,Gibraltar Point Beach,11,NE,19,No,NA,15,NA,LOW,Clear,NA
16235,2021-06-12,Centre Island Beach,11,NE,19,No,NA,16,1,LOW,Clear + debris,NA
16236,2021-06-12,Ward's Island Beach,11,NE,19,No,NA,15,3,NONE,Clear,NA
16237,2021-06-12,Cherry Beach,11,NE,19,No,NA,NA,7,NONE,Clear,NA
16238,2021-06-12,Woodbine Beaches,11,NE,19,No,NA,12,15,LOW,"Clear at shore, murky further out",NA
16239,2021-06-12,Kew Balmy Beach,11,NE,19,No,NA,9,21,LOW,"Clear at shore, murky further out",NA
16240,2021-06-12,Bluffer's Beach Park,11,NE,19,No,NA,12,NA,MOD,Murky,NA
16241,2022-09-01,Marie Curtis Park East Beach,15,NW,14,No,NA,12,3,NONE,Clear,0.41
16242,2022-09-01,Sunnyside Beach,15,NW,14,No,NA,13,22,NONE,Clear,0.79
16243,2022-09-01,Hanlan's Point Beach,15,NW,14,No,NA,10,NA,NONE,Clear,NA
16244,2022-09-01,Gibraltar Point Beach,15,NW,14,No,NA,11,64,NONE,Clear,NA
16245,2022-09-01,Centre Island Beach,15,NW,14,No,NA,14,4,NONE,Clear,NA
16246,2022-09-01,Ward's Island Beach,15,NW,14,No,NA,15,13,NONE,Cloudy,NA
16247,2022-09-01,Cherry Beach,15,NW,14,No,NA,17,3,NONE,Cloudy,NA
16248,2022-09-01,Woodbine Beaches,15,NW,14,No,NA,10,6,NONE,Clear,NA
16249,2022-09-01,Kew Balmy Beach,15,NW,14,No,NA,11,17,NONE,Clear,NA
16250,2022-09-01,Bluffer's Beach Park,15,NW,14,No,NA,8,50,NONE,Clear,NA
16251,2024-06-19,Marie Curtis Park East Beach,4,S,21,Yes,15,16,NA,NONE,cloudy,1.46
16252,2024-06-19,Sunnyside Beach,4,S,21,Yes,15,20,15,NONE,debris,1.31
16253,2024-06-19,Hanlan's Point Beach,4,S,21,Yes,15,17,3,NONE,clear,NA
16254,2024-06-19,Gibraltar Point Beach,4,S,21,Yes,15,16,3,NONE,clear,NA
16255,2024-06-19,Centre Island Beach,4,S,21,Yes,15,16,NA,NONE,clear,NA
16256,2024-06-19,Ward's Island Beach,4,S,21,Yes,15,17,5,NONE,clear,NA
16257,2024-06-19,Cherry Beach,4,S,21,Yes,15,18,NA,NONE,clear,NA
16258,2024-06-19,Woodbine Beaches,4,S,21,Yes,15,15,NA,NONE,clear,NA
16259,2024-06-19,Kew Balmy Beach,4,S,21,Yes,15,15,40,NONE,clear,NA
16260,2024-06-19,Bluffer's Beach Park,4,S,21,Yes,15,16,75,NONE,clear,NA
16261,2021-08-23,Marie Curtis Park East Beach,17,NW,23,No,NA,22,2,NONE,Clear/algae,1.21
16262,2021-08-23,Sunnyside Beach,17,NW,23,No,NA,20,51,NONE,Clear/algae,1
16263,2021-08-23,Hanlan's Point Beach,17,NW,23,No,NA,20,NA,NONE,Clear,NA
16264,2021-08-23,Gibraltar Point Beach,17,NW,23,No,NA,20,NA,NONE,Clear,NA
16265,2021-08-23,Centre Island Beach,17,NW,23,No,NA,20,NA,NONE,Clear,NA
16266,2021-08-23,Ward's Island Beach,17,NW,23,No,NA,20,NA,NONE,Clear,NA
16267,2021-08-23,Cherry Beach,17,NW,23,No,NA,20,NA,NONE,Clear,NA
16268,2021-08-23,Woodbine Beaches,17,NW,23,No,NA,18,21,LOW,Clear,NA
16269,2021-08-23,Kew Balmy Beach,17,NW,23,No,NA,17,29,NONE,Clear,NA
16270,2021-08-23,Bluffer's Beach Park,17,NW,23,No,NA,20,20,NONE,Clear,NA
16271,2020-08-18,Marie Curtis Park East Beach,13,NW,17,Yes,15,20,4,NONE,Clear,1.38
16272,2020-08-18,Sunnyside Beach,13,NW,17,Yes,15,18,25,NONE,"Clear, some algae",0.99
16273,2020-08-18,Hanlan's Point Beach,13,NW,17,Yes,15,20,NA,NONE,Clear,NA
16274,2020-08-18,Gibraltar Point Beach,13,NW,17,Yes,15,20,NA,NONE,Clear,NA
16275,2020-08-18,Centre Island Beach,13,NW,17,Yes,15,21,3,NONE,Clear,NA
16276,2020-08-18,Ward's Island Beach,13,NW,17,Yes,15,21,NA,NONE,Clear,NA
16277,2020-08-18,Cherry Beach,13,NW,17,Yes,15,21,4,NONE,Clear,NA
16278,2020-08-18,Woodbine Beaches,13,NW,17,Yes,15,20,6,NONE,Clear,NA
16279,2020-08-18,Kew Balmy Beach,13,NW,17,Yes,15,21,11,NONE,Clear,NA
16280,2020-08-18,Bluffer's Beach Park,13,NW,17,Yes,15,21,NA,NONE,"Clear, debris",NA
16281,2020-06-24,Marie Curtis Park East Beach,26,SW,17,Yes,3,17,7,HIGH,cloudy,3.48
16282,2020-06-24,Sunnyside Beach,26,SW,17,Yes,3,16,11,MOD,cloudy,4.25
16283,2020-06-24,Hanlan's Point Beach,26,SW,17,Yes,3,NA,NA,None,None,NA
16284,2020-06-24,Gibraltar Point Beach,26,SW,17,Yes,3,NA,NA,None,None,NA
16285,2020-06-24,Centre Island Beach,26,SW,17,Yes,3,NA,NA,None,None,NA
16286,2020-06-24,Ward's Island Beach,26,SW,17,Yes,3,NA,NA,None,None,NA
16287,2020-06-24,Cherry Beach,26,SW,17,Yes,3,20,3,MOD,Cloudy,NA
16288,2020-06-24,Woodbine Beaches,26,SW,17,Yes,3,13,8,MOD,Murky,NA
16289,2020-06-24,Kew Balmy Beach,26,SW,17,Yes,3,14,50,MOD,Murky,NA
16290,2020-06-24,Bluffer's Beach Park,26,SW,17,Yes,3,10,NA,HIGH,Cloudy,NA
16291,2021-07-19,Marie Curtis Park East Beach,17,NW,22,No,NA,15,NA,NONE,Murky,4.85
16292,2021-07-19,Sunnyside Beach,17,NW,22,No,NA,16,54,NONE,Murky,0.65
16293,2021-07-19,Hanlan's Point Beach,17,NW,22,No,NA,17,NA,NONE,clear,NA
16294,2021-07-19,Gibraltar Point Beach,17,NW,22,No,NA,18,NA,NONE,clear,NA
16295,2021-07-19,Centre Island Beach,17,NW,22,No,NA,22,NA,NONE,clear,NA
16296,2021-07-19,Ward's Island Beach,17,NW,22,No,NA,20,NA,NONE,clear,NA
16297,2021-07-19,Cherry Beach,17,NW,22,No,NA,21,NA,NONE,clear,NA
16298,2021-07-19,Woodbine Beaches,17,NW,22,No,NA,15,17,NONE,cloudy,NA
16299,2021-07-19,Kew Balmy Beach,17,NW,22,No,NA,14,40,NONE,cloudy,NA
16300,2021-07-19,Bluffer's Beach Park,17,NW,22,No,NA,16,3,NONE,cloudy,NA
16301,2021-08-03,Marie Curtis Park East Beach,5,W,16,No,NA,25,48,NONE,clear and algae,1.03
16302,2021-08-03,Sunnyside Beach,5,W,16,No,NA,22,16,NONE,clear and algae,0.59
16303,2021-08-03,Hanlan's Point Beach,5,W,16,No,NA,19,4,NONE,clear,NA
16304,2021-08-03,Gibraltar Point Beach,5,W,16,No,NA,19,NA,NONE,clear,NA
16305,2021-08-03,Centre Island Beach,5,W,16,No,NA,20,15,NONE,clear,NA
16306,2021-08-03,Ward's Island Beach,5,W,16,No,NA,19,NA,LOW,clear,NA
16307,2021-08-03,Cherry Beach,5,W,16,No,NA,20,7,NONE,clear,NA
16308,2021-08-03,Woodbine Beaches,5,W,16,No,NA,18,3,NONE,"Cloudy, no debris",NA
16309,2021-08-03,Kew Balmy Beach,5,W,16,No,NA,17,64,NONE,"Cloudy, no debris",NA
16310,2021-08-03,Bluffer's Beach Park,5,W,16,No,NA,16,4,NONE,Clear,NA
16311,2022-08-16,Marie Curtis Park East Beach,17,NE,21,No,NA,18,4,MOD,murky,4.41
16312,2022-08-16,Sunnyside Beach,17,NE,21,No,NA,18,18,NONE,clear,0.65
16313,2022-08-16,Hanlan's Point Beach,17,NE,21,No,NA,20,NA,NONE,clear,NA
16314,2022-08-16,Gibraltar Point Beach,17,NE,21,No,NA,20,NA,LOW,clear,NA
16315,2022-08-16,Centre Island Beach,17,NE,21,No,NA,20,90,LOW,algae,NA
16316,2022-08-16,Ward's Island Beach,17,NE,21,No,NA,20,NA,NONE,clear,NA
16317,2022-08-16,Cherry Beach,17,NE,21,No,NA,21,1,NONE,clear,NA
16318,2022-08-16,Woodbine Beaches,17,NE,21,No,NA,19,11,HIGH,Cloudy,NA
16319,2022-08-16,Kew Balmy Beach,17,NE,21,No,NA,18,109,MOD,Cloudy,NA
16320,2022-08-16,Bluffer's Beach Park,17,NE,21,No,NA,21,NA,LOW,Murky,NA
16321,2024-06-11,Marie Curtis Park East Beach,13,N,12,No,NA,9,NA,NONE,Clear,0.45
16322,2024-06-11,Sunnyside Beach,13,N,12,No,NA,8,20,NONE,Clear,0.23
16323,2024-06-11,Hanlan's Point Beach,13,N,12,No,NA,8,NA,NONE,Clear,NA
16324,2024-06-11,Gibraltar Point Beach,13,N,12,No,NA,10,NA,NONE,Clear,NA
16325,2024-06-11,Centre Island Beach,13,N,12,No,NA,11,NA,NONE,Clear,NA
16326,2024-06-11,Ward's Island Beach,13,N,12,No,NA,10,NA,NONE,Clear,NA
16327,2024-06-11,Cherry Beach,13,N,12,No,NA,11,NA,NONE,Clear,NA
16328,2024-06-11,Woodbine Beaches,13,N,12,No,NA,8,NA,NONE,Clear,NA
